age,c_charge_degree,age_cat,sex,priors_count,days_b_screening_arrest,length_of_stay,c_days_from_compas,juv_other_count,juv_fel_count,juv_misd_count,race,two_year_recid
22,F,Less than 25,Male,0,-1,1,1,0,0,0,African-American,1
21,F,Less than 25,Female,0,-1,1,1,0,0,0,African-American,0
48,F,Greater than 45,Male,0,-1,68,1,0,0,0,Caucasian,1
25,F,25 - 45,Male,4,-1,170,1,1,0,0,African-American,1
37,F,25 - 45,Male,7,-1,1,1,0,0,0,African-American,0
31,F,25 - 45,Male,5,0,0,1,0,0,0,Caucasian,1
56,M,Greater than 45,Male,0,-1,7,1,0,0,0,Other,0
24,M,Less than 25,Male,0,-1,1,1,0,0,0,African-American,0
30,F,25 - 45,Male,15,-1,94,1,0,0,0,African-American,1
47,M,Greater than 45,Male,5,-1,5,1,0,0,0,Caucasian,0
66,M,Greater than 45,Male,2,-1,57,1,0,0,0,Caucasian,0
51,F,Greater than 45,Male,21,-1,449,1,0,0,0,African-American,1
76,F,Greater than 45,Male,0,-2,2,3,0,0,0,Asian,0
28,F,25 - 45,Female,3,0,0,720,0,0,0,Caucasian,1
35,M,25 - 45,Male,1,0,1,0,0,0,0,African-American,0
44,F,25 - 45,Male,6,-1,3,1,0,0,0,Other,1
38,F,25 - 45,Male,7,-1,1,1,1,1,0,Hispanic,1
24,F,Less than 25,Male,0,-1,2,1,0,0,0,African-American,0
36,F,25 - 45,Male,0,-1,1,1,0,0,0,Caucasian,0
20,F,Less than 25,Male,0,-1,25,1,0,0,0,Hispanic,1
21,F,Less than 25,Male,0,-2,1,2,1,0,0,African-American,1
27,F,25 - 45,Male,7,0,35,0,0,0,0,African-American,1
28,F,25 - 45,Male,18,0,0,0,0,0,1,African-American,1
52,M,Greater than 45,Male,0,-1,1,1,0,0,0,Hispanic,1
39,F,25 - 45,Male,16,0,35,0,0,0,0,Caucasian,1
19,F,Less than 25,Male,0,-1,1,1,0,0,0,African-American,1
40,F,25 - 45,Male,2,-1,1,1,0,0,0,African-American,0
30,F,25 - 45,Male,5,-1,3,1,0,0,0,Caucasian,1
28,F,25 - 45,Male,0,-1,1,1,0,0,0,Caucasian,1
27,M,25 - 45,Male,0,-1,2,1,0,0,0,Caucasian,0
23,F,Less than 25,Male,3,0,3,0,0,0,0,Hispanic,1
25,F,25 - 45,Male,7,-1,18,1,0,0,0,African-American,0
24,F,Less than 25,Female,0,-2,1,2,0,0,0,African-American,0
44,F,25 - 45,Male,0,-1,4,1,0,0,0,Caucasian,0
44,F,25 - 45,Male,0,-1,1,1,0,0,0,African-American,0
23,M,Less than 25,Female,0,0,1,0,0,0,0,African-American,0
31,F,25 - 45,Female,2,-1,1,1,1,0,0,Caucasian,1
27,F,25 - 45,Male,0,0,0,1,1,0,0,African-American,0
26,F,25 - 45,Female,1,-1,0,2,0,0,0,Caucasian,1
57,M,Greater than 45,Male,16,0,12,1,0,0,0,African-American,1
55,F,Greater than 45,Male,0,-1,1,1,0,0,0,Caucasian,0
36,F,25 - 45,Female,7,-1,7,1,0,0,0,Caucasian,1
30,M,25 - 45,Male,18,0,1,1,0,0,0,African-American,1
34,F,25 - 45,Male,0,-1,33,1,0,0,0,African-American,1
24,F,Less than 25,Male,1,-1,1,1,0,0,0,African-American,0
21,F,Less than 25,Male,0,-1,2,1,0,0,0,Other,1
42,F,25 - 45,Male,7,-1,1,1,0,0,0,African-American,0
34,F,25 - 45,Female,12,-1,3,1,0,0,0,Caucasian,1
30,M,25 - 45,Male,3,-6,2,6,0,0,0,Hispanic,0
40,F,25 - 45,Male,6,-1,1,1,0,0,0,Caucasian,0
30,F,25 - 45,Male,13,-1,1,1,0,0,0,Other,1
31,M,25 - 45,Male,3,0,0,1,0,0,0,Caucasian,1
27,M,25 - 45,Male,1,-1,31,1,0,0,0,Caucasian,0
22,F,Less than 25,Male,0,-1,1,1,1,0,0,Hispanic,1
37,M,25 - 45,Male,3,-1,81,1,0,0,0,African-American,0
25,F,25 - 45,Male,1,0,0,0,0,0,0,African-American,0
45,F,Greater than 45,Male,2,-1,8,0,0,0,0,Caucasian,0
22,F,Less than 25,Male,1,-19,18,1,0,0,0,Hispanic,1
31,F,25 - 45,Male,1,-3,1,3,0,0,0,Caucasian,0
23,F,Less than 25,Male,0,-1,4,1,0,0,0,African-American,0
21,F,Less than 25,Male,0,0,2,0,0,0,0,African-American,0
28,M,25 - 45,Male,6,-1,5,1,0,0,0,African-American,1
35,F,25 - 45,Male,0,-1,1,1,0,0,0,African-American,0
29,F,25 - 45,Male,4,-1,2,1,1,0,1,African-American,1
23,F,Less than 25,Male,2,-1,1,1,0,0,0,African-American,1
28,F,25 - 45,Male,7,-1,1,1,0,0,0,African-American,1
34,M,25 - 45,Female,0,0,2,1,0,0,0,Caucasian,1
32,F,25 - 45,Female,5,-29,5,149,0,0,0,Caucasian,0
25,F,25 - 45,Male,2,-1,1,1,0,0,0,African-American,0
34,F,25 - 45,Male,15,-1,1,1,0,0,1,Caucasian,0
47,F,Greater than 45,Male,4,-1,1,1,0,0,0,African-American,1
30,F,25 - 45,Female,4,-1,1,1,0,0,0,African-American,0
22,M,Less than 25,Male,0,-1,1,1,0,0,0,Caucasian,1
47,F,Greater than 45,Female,7,-1,1,1,0,0,0,African-American,1
37,F,25 - 45,Male,3,-1,242,1,0,0,0,Caucasian,0
37,M,25 - 45,Male,8,-1,1,1,0,0,0,African-American,0
26,F,25 - 45,Male,7,-1,3,1,0,0,0,African-American,1
31,M,25 - 45,Female,0,0,4,1,0,0,0,Caucasian,0
20,F,Less than 25,Male,0,0,1,0,3,0,0,Caucasian,1
22,F,Less than 25,Male,0,-1,50,1,0,0,0,African-American,1
33,F,25 - 45,Male,14,-1,2,1,1,0,0,African-American,1
30,M,25 - 45,Male,1,-1,1,1,0,0,0,African-American,0
27,F,25 - 45,Male,5,-1,6,1,0,0,0,Caucasian,1
24,M,Less than 25,Male,2,-1,2,4,0,0,0,African-American,1
20,M,Less than 25,Female,1,-1,1,1,0,0,0,Other,0
29,M,25 - 45,Male,0,0,1,0,0,0,0,African-American,0
24,F,Less than 25,Male,0,-1,2,1,0,0,0,Caucasian,0
36,F,25 - 45,Female,1,-1,1,1,0,0,0,African-American,0
23,M,Less than 25,Male,0,-1,1,1,0,0,0,African-American,1
21,F,Less than 25,Male,1,0,1,0,1,0,0,African-American,1
29,F,25 - 45,Male,6,-1,1,1,0,0,0,African-American,1
25,F,25 - 45,Male,10,-1,8,1,0,1,4,Hispanic,1
22,F,Less than 25,Female,1,-4,1,4,0,0,0,Hispanic,0
29,M,25 - 45,Male,4,-1,1,1,0,0,0,African-American,0
26,M,25 - 45,Female,0,-6,6,6,0,0,0,African-American,0
50,M,Greater than 45,Female,7,-8,8,8,0,0,0,Caucasian,1
32,F,25 - 45,Male,1,-1,99,1,0,0,0,African-American,0
45,F,Greater than 45,Male,0,0,1,1,0,0,0,Hispanic,0
30,F,25 - 45,Male,1,-1,84,1,0,0,0,African-American,0
25,F,25 - 45,Male,0,-1,1,1,0,0,0,African-American,0
44,F,25 - 45,Female,10,-1,6,1,0,0,0,Caucasian,1
58,F,Greater than 45,Male,0,-1,1,1,0,0,0,African-American,1
24,F,Less than 25,Male,5,0,0,1,0,0,0,African-American,0
20,F,Less than 25,Male,1,-1,1,1,0,0,1,African-American,1
29,M,25 - 45,Male,0,-1,1,1,0,0,0,Caucasian,1
21,F,Less than 25,Male,1,-1,1,1,0,0,0,Caucasian,0
46,F,Greater than 45,Female,1,-30,30,30,0,0,0,Caucasian,0
29,F,25 - 45,Male,17,-1,15,1,0,0,1,African-American,1
30,F,25 - 45,Male,0,-1,1,1,0,0,0,African-American,1
55,F,Greater than 45,Male,8,-1,2,1,0,0,0,African-American,1
47,M,Greater than 45,Male,2,-30,28,30,0,0,0,Caucasian,0
30,F,25 - 45,Male,13,-1,475,1,0,0,0,African-American,1
24,F,Less than 25,Male,4,-1,1,1,3,0,0,African-American,1
45,F,Greater than 45,Male,0,-1,2,1,0,0,0,Caucasian,1
26,M,25 - 45,Male,2,-26,2,700,0,0,0,African-American,0
42,M,25 - 45,Female,0,-1,1,1,0,0,0,Caucasian,0
34,M,25 - 45,Male,1,-1,2,1,0,0,0,African-American,0
21,M,Less than 25,Male,0,0,1,0,0,0,0,African-American,1
69,M,Greater than 45,Female,2,0,0,0,0,0,0,Caucasian,0
24,F,Less than 25,Male,5,-22,6,22,1,0,0,Caucasian,1
45,M,Greater than 45,Male,1,-1,1,1,0,0,0,African-American,0
25,M,25 - 45,Male,8,-1,1,1,1,0,3,African-American,1
52,M,Greater than 45,Male,2,-1,11,1,0,0,0,African-American,0
30,F,25 - 45,Male,0,-1,1,1,0,0,0,Caucasian,0
26,M,25 - 45,Female,0,0,0,1,0,0,0,Hispanic,0
34,F,25 - 45,Male,0,-1,1,1,0,0,0,Other,1
38,M,25 - 45,Male,2,0,10,2,0,0,0,African-American,1
23,F,Less than 25,Male,4,-1,1,1,2,0,2,African-American,1
30,M,25 - 45,Male,0,0,0,1,0,0,0,Hispanic,0
22,F,Less than 25,Female,0,0,1,1,0,0,0,African-American,0
35,F,25 - 45,Male,6,-1,1,1,0,0,0,African-American,0
24,F,Less than 25,Male,0,0,1,0,0,0,0,African-American,1
35,M,25 - 45,Male,1,-1,64,1,0,0,0,African-American,0
25,F,25 - 45,Male,2,-1,1,1,0,0,0,African-American,0
58,M,Greater than 45,Male,3,-4,0,395,0,0,0,Caucasian,0
27,F,25 - 45,Male,7,-1,2,1,0,0,0,African-American,1
24,F,Less than 25,Male,6,0,46,0,1,0,0,African-American,1
33,M,25 - 45,Male,2,-23,0,23,0,0,0,Caucasian,0
44,F,25 - 45,Male,4,-1,1,1,0,0,0,Caucasian,0
30,F,25 - 45,Male,3,-1,2,1,0,0,0,African-American,0
39,F,25 - 45,Female,2,0,7,0,0,0,0,Hispanic,0
28,F,25 - 45,Male,0,-1,1,1,0,0,0,Caucasian,0
34,F,25 - 45,Male,1,-1,1,1,0,0,0,African-American,0
26,F,25 - 45,Male,1,-30,4,30,0,0,0,African-American,1
23,F,Less than 25,Male,0,-1,2,1,0,0,0,African-American,0
29,F,25 - 45,Male,11,-1,49,1,1,0,0,Caucasian,1
31,M,25 - 45,Male,0,-1,1,1,0,0,0,African-American,0
38,F,25 - 45,Male,1,-1,1,1,0,0,0,Other,0
30,F,25 - 45,Male,14,-1,64,0,0,0,0,African-American,1
21,F,Less than 25,Male,2,-1,78,1,0,0,0,Caucasian,1
44,F,25 - 45,Male,0,-1,1,1,0,0,0,African-American,0
52,F,Greater than 45,Male,0,0,1,0,0,0,0,African-American,0
30,F,25 - 45,Male,6,-1,1,1,0,0,0,African-American,1
31,F,25 - 45,Male,9,0,1,0,0,0,0,African-American,1
21,F,Less than 25,Female,2,-12,12,12,0,0,1,African-American,0
77,M,Greater than 45,Male,1,-1,3,2,0,0,0,Caucasian,0
61,F,Greater than 45,Male,4,-1,119,1,0,0,0,Caucasian,0
41,M,25 - 45,Female,0,-1,1,1,0,0,0,African-American,0
24,M,Less than 25,Female,0,-1,1,1,0,0,0,Caucasian,0
34,F,25 - 45,Female,5,-1,1,1,0,0,0,African-American,0
27,F,25 - 45,Male,1,0,1,1,0,0,0,Hispanic,0
25,M,25 - 45,Male,6,-1,1,1,2,0,0,African-American,1
30,F,25 - 45,Male,1,-1,1,1,0,0,0,African-American,0
59,F,Greater than 45,Male,0,-4,2,4,0,0,0,Hispanic,0
55,F,Greater than 45,Male,1,-1,1,1,0,0,0,Caucasian,1
32,F,25 - 45,Male,0,-1,5,1,0,0,0,Caucasian,1
53,M,Greater than 45,Male,5,0,2,0,0,0,0,African-American,0
50,M,Greater than 45,Male,1,-1,1,1,0,0,0,Caucasian,0
26,F,25 - 45,Male,1,-1,2,1,0,0,0,Other,1
21,F,Less than 25,Male,2,-1,1,1,1,0,0,Hispanic,1
36,F,25 - 45,Male,7,-1,1,1,0,0,0,African-American,1
35,F,25 - 45,Male,16,-1,191,1,0,0,0,African-American,1
25,M,25 - 45,Female,0,-1,2,1,0,0,0,Caucasian,0
31,M,25 - 45,Female,2,0,117,1,0,0,0,Caucasian,0
26,F,25 - 45,Female,1,-1,2,1,0,0,0,African-American,0
25,M,25 - 45,Male,0,-1,1,1,0,0,0,Caucasian,0
32,M,25 - 45,Male,0,0,0,0,0,0,0,African-American,0
40,F,25 - 45,Male,5,-1,1,1,0,0,0,Caucasian,0
35,F,25 - 45,Male,0,-2,1,2,0,0,0,African-American,0
27,F,25 - 45,Male,2,-1,4,1,0,0,0,African-American,0
33,F,25 - 45,Male,12,-1,3,1,0,0,0,African-American,1
36,F,25 - 45,Male,1,-1,41,1,0,0,0,Asian,0
30,F,25 - 45,Male,2,-22,0,23,0,0,0,Caucasian,0
30,F,25 - 45,Male,0,0,4,1,0,0,0,African-American,0
41,F,25 - 45,Male,19,0,220,0,0,0,0,African-American,0
29,F,25 - 45,Female,0,-3,0,3,0,0,0,Caucasian,0
25,F,25 - 45,Male,0,-1,0,2,0,0,0,Caucasian,0
50,F,Greater than 45,Male,0,-1,3,1,0,0,0,Caucasian,0
35,F,25 - 45,Male,4,-1,170,0,0,0,0,Caucasian,0
37,F,25 - 45,Male,17,0,2,1,0,1,0,African-American,1
43,F,25 - 45,Male,4,-26,26,26,0,0,0,African-American,1
29,M,25 - 45,Male,12,0,39,0,0,0,0,Caucasian,1
61,F,Greater than 45,Female,0,-1,1,1,0,0,0,Caucasian,0
22,F,Less than 25,Female,4,0,2,1,0,0,0,African-American,1
27,F,25 - 45,Male,2,-1,1,1,0,0,0,Caucasian,1
34,M,25 - 45,Female,1,-21,16,117,0,0,0,African-American,0
24,F,Less than 25,Male,0,-1,1,1,0,0,0,Other,0
20,M,Less than 25,Female,0,-1,1,1,1,0,0,African-American,1
30,M,25 - 45,Male,0,-1,1,1,0,0,0,African-American,0
43,M,25 - 45,Female,0,-1,1,1,0,0,0,African-American,0
51,F,Greater than 45,Male,4,-1,1,1,0,0,0,Caucasian,1
37,F,25 - 45,Male,9,-1,2,1,0,0,0,Hispanic,0
42,F,25 - 45,Male,7,0,2,0,0,1,0,African-American,1
29,F,25 - 45,Female,1,-1,1,1,0,0,0,Hispanic,0
24,M,Less than 25,Female,0,0,0,1,0,0,0,Caucasian,0
36,F,25 - 45,Male,12,-26,13,26,0,0,0,Caucasian,0
39,F,25 - 45,Male,0,-1,3,1,0,0,0,Caucasian,1
32,M,25 - 45,Male,2,-1,1,1,0,0,0,African-American,0
38,M,25 - 45,Male,0,0,0,1,0,0,0,African-American,0
27,F,25 - 45,Female,8,-23,3,23,0,0,0,African-American,0
30,F,25 - 45,Female,0,-1,3,1,0,0,0,Caucasian,1
43,M,25 - 45,Female,0,-1,1,1,0,0,0,Caucasian,1
30,M,25 - 45,Male,8,-1,1,1,0,6,0,African-American,1
26,M,25 - 45,Female,1,-2,1,2,0,0,0,Caucasian,0
37,F,25 - 45,Male,3,-1,39,1,0,0,0,Caucasian,0
25,F,25 - 45,Male,5,-1,1,1,0,0,0,Caucasian,1
65,F,Greater than 45,Male,1,-1,1,1,0,0,0,Caucasian,1
52,F,Greater than 45,Male,0,-1,7,1,0,0,0,Other,1
29,F,25 - 45,Male,1,-1,1,1,0,0,0,Caucasian,0
32,F,25 - 45,Male,3,-1,121,1,0,0,0,Caucasian,0
36,M,25 - 45,Male,0,-1,1,1,0,0,0,Hispanic,1
21,F,Less than 25,Male,8,30,244,234,6,0,2,African-American,1
21,F,Less than 25,Male,1,-1,1,1,0,0,0,Caucasian,0
47,M,Greater than 45,Male,13,0,66,0,0,0,0,Caucasian,1
36,F,25 - 45,Female,4,-13,1,13,0,0,0,African-American,0
25,F,25 - 45,Female,6,24,12,21,0,0,0,African-American,1
32,M,25 - 45,Male,4,0,1,0,0,0,0,Caucasian,1
43,F,25 - 45,Male,1,-1,1,1,0,0,0,Caucasian,0
27,F,25 - 45,Male,2,-1,132,1,0,0,0,African-American,0
26,M,25 - 45,Male,8,-1,26,1,0,0,0,African-American,1
21,F,Less than 25,Male,1,-22,22,22,0,0,0,African-American,0
34,M,25 - 45,Male,0,-1,1,1,0,0,0,Asian,0
46,M,Greater than 45,Male,1,-2,1,2,0,0,0,Hispanic,0
40,M,25 - 45,Male,23,30,32,54,0,2,0,African-American,1
38,M,25 - 45,Male,3,0,1,1,0,0,0,Caucasian,0
41,F,25 - 45,Male,7,-1,58,1,0,0,0,African-American,0
25,F,25 - 45,Male,7,-1,43,1,0,0,0,Caucasian,1
21,F,Less than 25,Male,1,-11,11,11,0,0,0,Caucasian,0
74,M,Greater than 45,Female,0,-1,0,1,0,0,0,Caucasian,0
41,M,25 - 45,Male,5,-1,1,1,0,0,0,Caucasian,1
27,M,25 - 45,Female,0,0,0,1,0,0,0,Hispanic,0
30,M,25 - 45,Male,1,-1,2,1,0,0,1,African-American,0
33,F,25 - 45,Female,3,-2,2,2,0,0,0,Caucasian,1
24,M,Less than 25,Male,2,0,0,0,0,0,0,Caucasian,0
52,F,Greater than 45,Male,0,-1,1,1,0,0,0,Asian,0
29,M,25 - 45,Female,0,-1,0,2,0,0,0,Caucasian,0
42,F,25 - 45,Female,0,-1,2,1,0,0,0,Caucasian,1
30,F,25 - 45,Female,1,0,0,0,1,0,0,Caucasian,0
33,F,25 - 45,Male,0,-1,45,1,0,0,0,African-American,0
38,F,25 - 45,Male,1,-1,4,1,0,0,0,Hispanic,0
21,F,Less than 25,Male,2,-1,8,1,1,0,0,African-American,1
41,M,25 - 45,Female,9,2,1,5,0,0,0,Caucasian,1
28,M,25 - 45,Female,5,-1,2,1,0,0,0,African-American,0
52,F,Greater than 45,Female,3,0,0,0,0,0,0,African-American,0
21,F,Less than 25,Male,1,-25,1,25,3,0,0,Hispanic,0
22,F,Less than 25,Female,1,-1,2,1,0,0,0,Hispanic,0
32,F,25 - 45,Male,3,0,0,1,0,0,0,Hispanic,0
25,F,25 - 45,Male,0,0,90,1,0,0,0,African-American,1
27,M,25 - 45,Female,0,-1,1,1,0,0,0,African-American,0
35,F,25 - 45,Male,0,0,1,1,0,0,0,Caucasian,0
40,M,25 - 45,Male,2,-1,1,1,0,0,0,African-American,0
29,F,25 - 45,Female,0,-1,48,1,0,0,0,Other,0
24,M,Less than 25,Male,2,-1,24,1,2,0,0,African-American,1
24,F,Less than 25,Male,10,0,0,1,0,5,1,African-American,1
36,F,25 - 45,Male,26,-1,118,1,0,0,1,Hispanic,1
26,F,25 - 45,Male,5,-1,1,1,0,0,0,Hispanic,0
50,F,Greater than 45,Male,1,0,9,0,0,0,0,Caucasian,0
21,F,Less than 25,Male,1,-1,1,1,0,0,0,African-American,1
51,M,Greater than 45,Male,0,-1,1,1,0,0,0,Hispanic,0
24,F,Less than 25,Male,2,-1,1,1,2,0,0,African-American,1
29,M,25 - 45,Male,3,-1,1,1,0,0,0,African-American,0
25,M,25 - 45,Female,0,0,1,0,0,0,0,Caucasian,0
38,F,25 - 45,Male,0,-1,1,1,0,0,0,African-American,1
46,F,Greater than 45,Male,1,-1,11,1,0,0,0,Caucasian,0
33,M,25 - 45,Male,9,-28,15,28,2,0,0,African-American,1
31,F,25 - 45,Male,19,-1,1,1,0,0,1,Hispanic,1
21,M,Less than 25,Male,0,-1,4,1,0,0,0,Other,0
60,M,Greater than 45,Male,1,-1,1,1,0,0,0,Other,1
39,F,25 - 45,Female,3,-1,1,1,0,0,0,African-American,1
35,F,25 - 45,Male,4,-1,11,1,0,0,0,African-American,0
49,F,Greater than 45,Male,12,-1,3,1,0,0,0,Caucasian,1
26,M,25 - 45,Male,1,-1,1,1,0,0,0,Other,0
27,M,25 - 45,Male,0,0,2,0,0,0,0,Caucasian,0
22,F,Less than 25,Male,2,-1,1,1,3,0,1,African-American,0
29,F,25 - 45,Female,0,-1,1,1,0,0,0,African-American,1
31,M,25 - 45,Male,0,-1,2,1,0,0,0,African-American,0
31,F,25 - 45,Male,5,0,37,0,0,0,0,Hispanic,1
29,F,25 - 45,Female,0,0,0,0,0,0,0,Hispanic,0
65,F,Greater than 45,Female,0,-1,1,1,0,0,0,Caucasian,0
34,M,25 - 45,Female,1,-5,4,5,0,0,0,Hispanic,0
24,F,Less than 25,Male,6,0,7,0,2,0,0,Caucasian,0
46,M,Greater than 45,Male,0,0,1,0,0,0,0,African-American,0
20,F,Less than 25,Male,0,0,0,1,0,0,0,African-American,1
29,F,25 - 45,Male,16,-1,33,1,0,0,0,African-American,1
29,F,25 - 45,Male,7,0,2,0,0,0,0,African-American,0
56,F,Greater than 45,Female,3,-1,1,1,0,0,0,Caucasian,0
21,F,Less than 25,Male,0,0,1,1,0,0,0,African-American,0
40,F,25 - 45,Male,0,0,4,0,0,0,0,African-American,1
22,M,Less than 25,Male,2,-1,55,1,0,0,0,African-American,1
39,M,25 - 45,Male,0,-1,1,1,0,0,0,Caucasian,0
22,F,Less than 25,Male,1,0,0,0,0,0,1,African-American,1
27,F,25 - 45,Female,5,-2,2,1,0,0,0,Other,1
36,F,25 - 45,Male,1,0,0,0,0,0,0,Caucasian,0
30,F,25 - 45,Male,0,-1,2,1,0,0,0,African-American,0
36,M,25 - 45,Male,0,-1,2,1,0,0,0,African-American,0
32,F,25 - 45,Male,0,-1,2,1,0,0,0,African-American,0
34,F,25 - 45,Female,5,-1,26,1,0,0,0,African-American,1
23,M,Less than 25,Male,0,-1,1,1,0,0,0,Other,0
52,M,Greater than 45,Male,0,-1,1,1,0,0,0,Caucasian,0
20,F,Less than 25,Male,1,-1,13,1,1,0,1,Caucasian,1
38,M,25 - 45,Male,5,-1,6,1,0,0,0,African-American,0
46,M,Greater than 45,Male,0,0,0,0,0,0,0,Caucasian,0
27,F,25 - 45,Male,0,-1,9,1,0,0,0,African-American,1
20,F,Less than 25,Male,2,-17,16,17,0,0,0,African-American,1
29,F,25 - 45,Female,1,-6,1,7,0,0,0,Caucasian,1
35,F,25 - 45,Female,7,-1,2,1,0,0,0,African-American,1
37,M,25 - 45,Male,1,-1,1,1,0,0,0,Caucasian,1
63,F,Greater than 45,Male,0,-1,1,1,0,0,0,Caucasian,0
27,F,25 - 45,Male,1,-1,1,1,0,0,0,African-American,1
27,F,25 - 45,Male,0,-1,3,1,0,0,0,African-American,0
24,M,Less than 25,Male,2,0,0,0,0,0,0,African-American,1
30,F,25 - 45,Male,1,0,0,1,0,0,0,Hispanic,1
25,F,25 - 45,Male,4,0,33,0,0,0,0,Caucasian,1
27,M,25 - 45,Male,0,0,1,1,0,0,0,African-American,0
48,M,Greater than 45,Female,0,-1,10,1,0,0,0,African-American,0
26,M,25 - 45,Female,1,-23,1,23,0,0,0,African-American,0
58,F,Greater than 45,Male,0,0,0,1,0,0,0,Other,0
23,F,Less than 25,Male,1,-20,19,20,2,0,0,Caucasian,1
22,M,Less than 25,Male,3,0,0,1,1,0,1,Caucasian,1
41,F,25 - 45,Male,0,-1,4,1,0,0,0,African-American,0
21,F,Less than 25,Male,0,-1,1,1,0,0,0,African-American,0
26,M,25 - 45,Male,0,-1,1,1,0,0,0,Other,0
39,M,25 - 45,Female,3,-1,2,1,0,0,0,African-American,0
46,M,Greater than 45,Male,0,-1,1,1,0,0,0,Caucasian,0
33,F,25 - 45,Male,7,-1,116,1,0,0,1,Other,1
36,F,25 - 45,Male,2,-1,47,0,0,0,0,African-American,1
20,F,Less than 25,Male,1,-5,5,5,0,0,1,Native American,1
32,M,25 - 45,Male,0,-1,1,1,0,0,0,Caucasian,0
38,M,25 - 45,Male,17,-1,1,1,0,0,0,African-American,1
64,M,Greater than 45,Male,1,-2,1,2,0,0,0,Hispanic,0
22,F,Less than 25,Male,1,-1,5,1,0,0,0,African-American,1
69,M,Greater than 45,Male,0,-7,3,7,0,0,0,Caucasian,1
26,F,25 - 45,Male,2,-23,1,23,0,0,0,African-American,0
27,M,25 - 45,Female,1,-1,16,1,0,0,0,African-American,1
22,F,Less than 25,Male,2,-1,1,1,0,0,0,African-American,0
43,F,25 - 45,Female,0,0,1,1,0,0,0,Caucasian,0
55,M,Greater than 45,Female,0,-1,1,1,0,0,0,Caucasian,0
34,M,25 - 45,Male,0,0,77,1,0,0,0,Hispanic,0
20,F,Less than 25,Male,1,-1,2,1,2,0,0,African-American,0
22,M,Less than 25,Male,1,-1,1,1,0,0,0,African-American,1
33,F,25 - 45,Male,9,-1,49,1,0,0,0,Caucasian,1
55,F,Greater than 45,Male,7,0,0,0,0,0,0,Caucasian,0
22,F,Less than 25,Male,1,-1,2,1,0,0,0,African-American,0
55,F,Greater than 45,Male,1,-1,9,1,0,0,0,African-American,0
43,F,25 - 45,Female,0,-2,1,2,0,0,0,Caucasian,1
21,F,Less than 25,Male,0,-1,7,1,3,0,0,African-American,1
23,F,Less than 25,Male,0,-1,1,1,0,0,0,African-American,0
28,M,25 - 45,Female,1,-2,1,2,0,0,0,Caucasian,0
45,F,Greater than 45,Male,0,0,1,1,0,0,0,Other,0
39,F,25 - 45,Male,1,-1,14,1,0,0,0,African-American,0
79,M,Greater than 45,Male,1,-22,1,22,0,0,0,Caucasian,0
48,F,Greater than 45,Male,1,-1,1,1,0,0,0,Caucasian,0
20,F,Less than 25,Male,2,-1,31,1,1,0,2,Hispanic,1
31,M,25 - 45,Male,5,-1,1,1,0,1,0,African-American,0
30,M,25 - 45,Male,4,-3,1,3,0,0,1,Caucasian,1
32,F,25 - 45,Male,5,-1,1,1,0,0,0,African-American,1
56,M,Greater than 45,Male,1,-1,4,1,0,0,0,Caucasian,0
43,M,25 - 45,Male,2,-1,2,1,0,0,0,African-American,0
20,F,Less than 25,Male,0,-1,1,1,2,0,0,Hispanic,0
27,F,25 - 45,Male,21,0,35,0,0,0,0,African-American,1
41,M,25 - 45,Male,0,-4,3,4,0,0,0,African-American,0
24,F,Less than 25,Male,1,-1,1,1,0,0,0,Other,0
43,M,25 - 45,Male,3,-4,1,4,0,0,0,African-American,1
33,F,25 - 45,Female,1,-1,1,1,0,0,0,African-American,0
22,F,Less than 25,Male,0,-1,9,1,0,0,0,African-American,0
34,F,25 - 45,Male,3,-1,1,1,0,0,0,African-American,0
36,M,25 - 45,Male,0,0,0,0,0,0,0,Caucasian,0
69,F,Greater than 45,Male,0,-1,1,1,0,0,0,Caucasian,0
32,F,25 - 45,Male,5,-1,1,1,0,0,0,Caucasian,1
22,F,Less than 25,Male,1,0,0,0,0,0,0,African-American,1
46,F,Greater than 45,Male,0,-1,79,1,0,0,0,Caucasian,0
34,M,25 - 45,Male,1,-14,1,15,0,0,0,Caucasian,0
32,M,25 - 45,Female,0,0,10,0,0,0,0,Hispanic,0
39,M,25 - 45,Male,0,-1,1,1,0,0,0,African-American,0
25,M,25 - 45,Male,6,-1,2,1,1,0,0,African-American,1
21,M,Less than 25,Female,0,-1,1,1,1,0,0,Hispanic,1
63,F,Greater than 45,Male,9,0,2,1,0,0,0,African-American,1
24,F,Less than 25,Male,8,-1,1,1,0,0,0,Caucasian,1
29,M,25 - 45,Male,2,-2,2,2,0,0,0,Caucasian,0
20,F,Less than 25,Male,3,0,0,0,0,0,3,African-American,1
40,M,25 - 45,Female,0,-1,3,1,0,0,0,Caucasian,0
30,F,25 - 45,Male,7,0,0,0,0,0,0,African-American,1
50,F,Greater than 45,Male,5,-8,5,8,0,0,0,Caucasian,0
37,M,25 - 45,Male,4,-1,75,1,0,0,0,African-American,1
34,F,25 - 45,Male,1,0,0,1,0,0,0,African-American,0
35,F,25 - 45,Female,0,-1,1,1,0,0,0,Hispanic,0
31,M,25 - 45,Female,1,-1,2,1,0,0,0,African-American,1
23,F,Less than 25,Male,10,-1,70,0,1,0,0,Caucasian,0
22,F,Less than 25,Male,0,-1,33,1,0,0,0,Hispanic,1
37,F,25 - 45,Male,2,-1,5,1,0,0,0,Caucasian,1
